
=== Літери з пробілами  ===
Символ Кількість  % від загального
      113782         17.438%
хр    118             0.022%
цк    118             0.022%
фа    117             0.022%
хл    117             0.022%
сб    115             0.021%
нз    114             0.021%
кг    113             0.021%
зж    112             0.021%
хм    112             0.021%
рб    112             0.021%
ъю    109             0.020%
зб    108             0.020%
йа    108             0.020%
мз    107             0.020%
уа    106             0.020%
ьэ    106             0.020%
дц    105             0.019%
вь    104             0.019%
бщ    104             0.019%
зп    103             0.019%
лз    103             0.019%
шт    103             0.019%
еа    102             0.019%
йш    102             0.019%
гк    101             0.019%
юм    98              0.018%
ню    97              0.018%
ящ    96              0.018%
рх    94              0.017%
вя    93              0.017%
ьл    93              0.017%
нщ    93              0.017%
хг    93              0.017%
нр    91              0.017%
уу    90              0.017%
кж    90              0.017%
фе    89              0.017%
хб    89              0.017%
гв    89              0.017%
йз    87              0.016%
тг    86              0.016%
ац    85              0.016%
яэ    85              0.016%
ощ    85              0.016%
гс    84              0.016%
кч    84              0.016%
уя    84              0.016%
хд    82              0.015%
сю    82              0.015%
оц    80              0.015%
дм    80              0.015%
иф    78              0.014%
юа    78              0.014%
тэ    78              0.014%
хт    78              0.014%
тц    77              0.014%
юг    76              0.014%
цы    75              0.014%
тз    75              0.014%
ищ    74              0.014%
сг    72              0.013%
зю    72              0.013%
чо    72              0.013%
дш    71              0.013%
юл    69              0.013%
лм    69              0.013%
йе    68              0.013%
ыу    67              0.012%
нм    67              0.012%
сз    67              0.012%
уэ    66              0.012%
йж    66              0.012%
юз    66              0.012%
ьх    65              0.012%
мж    65              0.012%
зз    62              0.012%
рч    62              0.012%
рц    62              0.012%
фл    62              0.012%
ьц    61              0.011%
жк    61              0.011%
юш    61              0.011%
уй    60              0.011%
яю    60              0.011%
сж    57              0.011%
хе    57              0.011%
ёт    57              0.011%
эл    54              0.010%
юу    54              0.010%
гп    53              0.010%
бс    52              0.010%
лэ    52              0.010%
пп    51              0.009%
кз    51              0.009%
дб    51              0.009%
фу    50              0.009%
йя    50              0.009%
сш    50              0.009%
мх    50              0.009%
рр    50              0.009%
дг    50              0.009%
кэ    49              0.009%
рл    48              0.009%
эс    47              0.009%
чш    46              0.009%
бъ    45              0.008%
мш    44              0.008%
бм    44              0.008%
дч    44              0.008%
шп    44              0.008%
юе    43              0.008%
пк    43              0.008%
мэ    43              0.008%
хз    43              0.008%
вх    43              0.008%
щу    42              0.008%
хч    42              0.008%
юж    42              0.008%
фо    42              0.008%
ьж    41              0.008%
рщ    41              0.008%
ёб    41              0.008%
гз    41              0.008%
мю    41              0.008%
ыа    40              0.007%
кя    40              0.007%
лш    40              0.007%
ыэ    39              0.007%
зт    39              0.007%
вц    39              0.007%
тю    39              0.007%
ыж    38              0.007%
юц    37              0.007%
йэ    37              0.007%
ёв    37              0.007%
еф    37              0.007%
сэ    37              0.007%
рз    36              0.007%
яш    36              0.007%
жб    36              0.007%
тж    35              0.006%
дх    35              0.006%
ыя    35              0.006%
нш    35              0.006%
пн    34              0.006%
эк    34              0.006%
пт    33              0.006%
йц    32              0.006%
йф    32              0.006%
яц    32              0.006%
бв    32              0.006%
нж    32              0.006%
тх    32              0.006%
жч    32              0.006%
ёс    32              0.006%
эр    32              0.006%
эн    31              0.006%
жо    31              0.006%
ъя    31              0.006%
бх    31              0.006%
ёэ    31              0.006%
нх    30              0.006%
цн    30              0.006%
бь    30              0.006%
дд    30              0.006%
мф    28              0.005%
юя    28              0.005%
цв    28              0.005%
ёч    28              0.005%
дз    28              0.005%
ёп    28              0.005%
яф    28              0.005%
ёр    28              0.005%
сф    28              0.005%
гм    27              0.005%
йх    27              0.005%
кх    27              0.005%
рф    26              0.005%
уф    26              0.005%
гт    26              0.005%
юю    25              0.005%
мц    25              0.005%
зч    25              0.005%
тф    25              0.005%
тъ    25              0.005%
юэ    24              0.004%
хж    23              0.004%
чл    23              0.004%
гб    23              0.004%
ьф    23              0.004%
хэ    22              0.004%
цс    22              0.004%
жь    22              0.004%
цп    21              0.004%
нл    21              0.004%
цг    21              0.004%
ёо    20              0.004%
бб    19              0.004%
лф    19              0.004%
щн    19              0.004%
нэ    19              0.004%
шм    18              0.003%
чр    18              0.003%
гч    18              0.003%
зэ    18              0.003%
бэ    18              0.003%
ёе    18              0.003%
бч    18              0.003%
жг    18              0.003%
дф    18              0.003%
шв    17              0.003%
жс    17              0.003%
кц    17              0.003%
лх    16              0.003%
жв    16              0.003%
зш    16              0.003%
жм    16              0.003%
вж    16              0.003%
ёк    16              0.003%
фс    16              0.003%
мь    15              0.003%
хя    15              0.003%
сц    15              0.003%
чс    15              0.003%
фк    15              0.003%
кш    15              0.003%
тш    14              0.003%
кф    14              0.003%
тщ    14              0.003%
фв    14              0.003%
ён    14              0.003%
хш    14              0.003%
хф    13              0.002%
юф    13              0.002%
нф    13              0.002%
фн    13              0.002%
ёз    13              0.002%
ёу    13              0.002%
жю    13              0.002%
кю    12              0.002%
яй    12              0.002%
щь    12              0.002%
фы    12              0.002%
юх    12              0.002%
ёд    12              0.002%
дж    12              0.002%
цм    12              0.002%
бг    12              0.002%
фп    12              0.002%
гэ    11              0.002%
бд    11              0.002%
дэ    11              0.002%
цд    11              0.002%
зъ    10              0.002%
цт    10              0.002%
рэ    10              0.002%
ёи    10              0.002%
дю    10              0.002%
ём    10              0.002%
въ    10              0.002%
жэ    10              0.002%
шб    9               0.002%
фт    9               0.002%
вф    9               0.002%
пг    9               0.002%
эм    8               0.001%
жп    8               0.001%
съ    8               0.001%
чб    8               0.001%
жж    8               0.001%
ыф    8               0.001%
пш    8               0.001%
ёх    7               0.001%
жт    7               0.001%
зц    7               0.001%
шс    7               0.001%
гг    7               0.001%
уц    7               0.001%
жя    7               0.001%
шд    7               0.001%
эй    7               0.001%
чп    7               0.001%
гш    7               0.001%
ёг    6               0.001%
эг    6               0.001%
пс    6               0.001%
йю    6               0.001%
ьщ    6               0.001%
чв    6               0.001%
фм    6               0.001%
ыц    6               0.001%
бт    6               0.001%
йщ    6               0.001%
эп    6               0.001%
гю    6               0.001%
цл    5               0.001%
пч    5               0.001%
хх    5               0.001%
бж    5               0.001%
жз    5               0.001%
гя    5               0.001%
вщ    5               0.001%
цб    5               0.001%
цз    5               0.001%
хц    4               0.001%
бш    4               0.001%
эв    4               0.001%
фз    4               0.001%
бю    4               0.001%
лё    4               0.001%
гф    4               0.001%
бц    4               0.001%
ёл    4               0.001%
шч    3               0.001%
зх    3               0.001%
чг    3               0.001%
фф    3               0.001%
ыщ    3               0.001%
чд    3               0.001%
чм    3               0.001%
фд    3               0.001%
цр    3               0.001%
эд    3               0.001%
ёа    3               0.001%
жх    3               0.001%
мщ    3               0.001%
лц    3               0.001%
лщ    3               0.001%
фг    3               0.001%
чз    3               0.001%
бп    3               0.001%
вю    3               0.001%
шр    3               0.001%
эх    3               0.001%
шш    3               0.001%
фя    3               0.001%
ця    2               0.000%
ёж    2               0.000%
хъ    2               0.000%
цч    2               0.000%
щр    2               0.000%
гх    2               0.000%
чя    2               0.000%
цх    2               0.000%
пэ    2               0.000%
эз    2               0.000%
чэ    2               0.000%
фб    2               0.000%
чч    2               0.000%
зф    2               0.000%
бз    2               0.000%
гы    2               0.000%
кщ    2               0.000%
тй    2               0.000%
кё    2               0.000%
цэ    2               0.000%
чж    1               0.000%
пб    1               0.000%
цж    1               0.000%
тё    1               0.000%
пд    1               0.000%
ээ    1               0.000%
иъ    1               0.000%
ъв    1               0.000%
оь    1               0.000%
фэ    1               0.000%
щэ    1               0.000%
жл    1               0.000%
фь    1               0.000%
йй    1               0.000%
щд    1               0.000%
рй    1               0.000%
хй    1               0.000%
кй    1               0.000%
сй    1               0.000%
щс    1               0.000%
ыю    1               0.000%
лй    1               0.000%
хщ    1               0.000%
чх    1               0.000%
иь    1               0.000%
зй    1               0.000%
эц    1               0.000%
эш    1               0.000%
шф    1               0.000%
щт    1               0.000%
пц    1               0.000%
сщ    1               0.000%
фч    1               0.000%
пв    1               0.000%
пф    1               0.000%
шз    1               0.000%
оё    1               0.000%
шц    1               0.000%
ёш    1               0.000%
зщ    1               0.000%
эб    1               0.000%
ьй    1               0.000%

Ентропія літер з пробілами: 4.3652
Ентропія літер без пробілів: 4.4785
Ентропія біграм з пробілами: 7.9575
Ентропія біграм без пробілів: 8.3139

Надлишковість літер з пробілами: 0.1420
Надлишковість літер без пробілів: 0.1122
Надлишковість біграм з пробілами: 0.2179
Надлишковість біграм без пробілів: 0.1759
