 ;à;á;â;ã;ä;å;æ;ç;è;é;ê;ë;ì;í;î;ï;ð;ñ;ò;ó;ô;õ;ö;÷;ø;ù;û;ü;ý;þ;ÿ; 
ê;0.00767061829171405;0.0;0.00016201143426853394;3.1156045051641143e-06;1.8693627030984686e-05;0.0004611094667642889;1.2462418020656457e-05;1.2462418020656457e-05;0.0023304721698627576;0.0;6.231209010328229e-06;0.00035829451809387314;0.0;0.0023491657968937422;0.008113034131447355;0.0;0.0016699640147679654;7.477450812393874e-05;0.00041437539918682723;0.0015609178570872213;0.0;3.1156045051641143e-06;6.231209010328229e-06;3.1156045051641143e-06;6.231209010328229e-06;0.0;0.0;0.0;0.0;1.8693627030984686e-05;0.0;0.004938233140685122
ë;0.006418145280638075;1.5578022525820573e-05;1.5578022525820573e-05;0.00013397099372205692;0.0003302540775473961;0.003648372875547178;0.00036141012259903726;6.231209010328229e-06;0.006399451653607091;0.0;0.0007290514542084028;0.0001246241802065646;9.346813515492343e-06;0.00023367033788730858;0.006165781315719782;0.00011527736669107223;0.0;0.001386444004798031;4.3618463072297604e-05;0.0012119701525088406;9.346813515492343e-06;0.0;0.0;0.000218092315361488;3.1156045051641143e-06;0.0;0.0012867446606327792;0.0034925926502889725;0.0;0.000816288380352998;0.0016543859922421448;0.007817051703456764
ì;0.002642032620379169;6.231209010328229e-06;0.0;5.9196485598118174e-05;0.0;0.0026482638293894973;0.0;3.1156045051641143e-06;0.003349274843051423;0.0;6.54276946084464e-05;9.658373966008755e-05;1.2462418020656457e-05;0.0012213169660243329;0.0035954075989593883;0.00022432352437181625;4.3618463072297604e-05;0.0001246241802065646;5.608088109295406e-05;0.002237004034707834;0.0;3.1156045051641143e-06;3.738725406196937e-05;2.4924836041312915e-05;9.346813515492343e-06;0.0;0.0006293521100431511;2.1809231536148802e-05;0.0;6.854329911361052e-05;0.0003956817721558425;0.007265589706042715
í;0.010353153770660352;9.346813515492343e-06;1.8693627030984686e-05;0.00017758945679435454;0.0010935771813126041;0.00865514931534591;3.427164955680526e-05;1.5578022525820573e-05;0.0064274920941535685;0.0;0.0002554795694234574;0.0;3.1156045051641143e-06;0.002838315704204508;0.008278161170221052;6.231209010328229e-06;4.0502858567133485e-05;0.00043930023522814013;0.0005389995793933918;0.0026731886654308102;6.231209010328229e-06;0.0;0.0005327683703830636;0.00018070506129951863;4.0502858567133485e-05;0.00013397099372205692;0.0029785179069368936;0.0008941784929821008;3.1156045051641143e-06;0.0001495490162478775;0.003327465611515274;0.00434626828470394
î;6.231209010328229e-06;0.003162338572741576;0.007975947533220134;0.004704562802797813;0.0044895860919414885;0.0021341890860374184;0.0015702646706027136;0.0009440281650647267;0.0007228202451980745;0.0034832458367734798;0.0016730796192731294;0.006542769460844641;0.004903961491128316;0.00656457869238079;0.0001526646207530416;0.0010904615768074402;0.006147087688688798;0.006486688579751686;0.006689202872587354;5.296527658778995e-05;0.00044241583973330425;0.0005795024379605253;9.658373966008755e-05;0.0013116694966740922;0.0012711666381069588;0.00011527736669107223;0.0;0.0;1.5578022525820573e-05;0.000735282663218731;0.0005483463929088842;0.020980480737775146
ï;0.0011029239948280964;0.0;0.0;9.346813515492343e-06;0.0;0.0024644431635848147;0.0;0.0;0.0007446294767342234;0.0;7.477450812393874e-05;0.0006978954091567617;0.0;4.984967208262583e-05;0.008567912389201314;6.54276946084464e-05;0.005904070537285997;6.231209010328229e-06;7.165890361877464e-05;0.0006854329911361052;3.1156045051641143e-06;0.0;3.1156045051641143e-06;9.346813515492343e-06;1.5578022525820573e-05;0.0;0.00019939868833050332;0.0005857336469708535;3.1156045051641143e-06;0.0;0.0003832193541351861;4.673406757746172e-05
ð;0.00835293567834499;0.0001526646207530416;0.00026794198744411384;0.00026794198744411384;0.00042060660819715547;0.0059508046048634584;0.00040191298116617075;4.984967208262583e-05;0.0053307993083358;0.0;0.000299098032495755;4.3618463072297604e-05;0.00017758945679435454;0.0006324677145483152;0.006801364634773262;4.0502858567133485e-05;4.3618463072297604e-05;0.00022743912887698037;0.0006231209010328229;0.0029722866979265653;1.8693627030984686e-05;0.0001246241802065646;0.0001246241802065646;9.035253064975931e-05;0.00023055473338214446;5.296527658778995e-05;0.0014799121399529543;0.0008038259623323415;6.231209010328229e-06;0.0002367859423924727;0.0010125714641783371;0.0012680510336017946
ñ;0.0014176000498496721;4.984967208262583e-05;0.0016948888508092784;6.231209010328229e-06;0.00029286682348542674;0.003321234402504946;1.2462418020656457e-05;7.165890361877464e-05;0.0017011200598196065;0.0;0.004502048509962145;0.0023304721698627576;0.0009471437695698908;0.000707242222672254;0.0024052466779866965;0.0016730796192731294;0.0002554795694234574;0.000735282663218731;0.010284610471546742;0.0007321670587135669;1.5578022525820573e-05;0.00020562989734083156;1.8693627030984686e-05;0.0003022136370009191;3.738725406196937e-05;0.0;0.0004112597946816631;0.0032558067078964996;0.0;0.00010281494867041578;0.002863240540245821;0.003012789556493699
ò;0.005380648980418425;2.804044054647703e-05;0.00211237985450127;3.1156045051641143e-06;0.000109046157680744;0.004452198837879519;0.0;6.231209010328229e-06;0.0032807315439378126;0.0;0.00035206330908354495;0.0002617107784337856;5.608088109295406e-05;0.0008412132163943109;0.013219509915411338;6.854329911361052e-05;0.00288504977178197;0.000735282663218731;0.000109046157680744;0.0017166980823454271;2.4924836041312915e-05;2.4924836041312915e-05;0.0001059305531755799;0.00016512703877369806;3.1156045051641143e-06;1.2462418020656457e-05;0.0014986057669839391;0.004826071378499213;6.231209010328229e-06;7.789011262910286e-05;0.0004766874892901095;0.0046983315937874845
ó;2.1809231536148802e-05;0.0005670400199398689;0.0008100571713426697;0.0012306637795398252;0.0018942875391397816;0.00011839297119623635;0.0012213169660243329;0.000819403984858162;1.5578022525820573e-05;0.0001059305531755799;0.0009907622326421883;0.0015110681850045956;0.00103749630021965;0.0003053292415060832;2.1809231536148802e-05;0.0005701556244450329;0.0005795024379605253;0.001361519168756718;0.001386444004798031;3.1156045051641143e-06;6.231209010328229e-06;0.00036141012259903726;0.0;0.0006418145280638076;0.0007415138722290592;0.00018382066580468275;0.0;0.0;2.1809231536148802e-05;0.0010219182776938297;5.608088109295406e-05;0.006312214727462496
ô;0.00018382066580468275;0.0;0.0;0.0;0.0;0.0001277397847117287;0.0;0.0;0.0006698549686102846;0.0;1.8693627030984686e-05;7.789011262910286e-05;0.0;0.0;5.296527658778995e-05;0.0;0.0004735718847849454;9.346813515492343e-06;6.231209010328229e-06;8.412132163943109e-05;3.1156045051641143e-06;0.0;0.0;0.0;0.0;0.0;2.1809231536148802e-05;3.1156045051641143e-06;3.1156045051641143e-06;0.0;0.0;0.00019005187481501099
õ;0.0009720686056112037;0.0;0.000109046157680744;0.0;0.0;4.0502858567133485e-05;0.0;0.0;0.00015889582976336985;0.0;0.0;6.54276946084464e-05;5.9196485598118174e-05;0.00016201143426853394;0.002177807549109716;0.0;7.477450812393874e-05;3.738725406196937e-05;2.1809231536148802e-05;0.0001246241802065646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1156045051641143e-06;0.0;0.0;0.0;0.0030657548330814887
ö;0.0005888492514760176;0.0;1.8693627030984686e-05;2.1809231536148802e-05;3.1156045051641143e-06;0.0011029239948280964;0.0;0.0;0.0002617107784337856;0.0;0.00016512703877369806;3.1156045051641143e-06;0.0;3.738725406196937e-05;0.000408144190176499;0.0;0.0;3.1156045051641143e-06;3.1156045051641143e-06;0.0005047279298365866;0.0;0.0;0.0;0.0;0.0;0.0;0.0001277397847117287;0.0;0.0;0.0;0.0;0.00029286682348542674
÷;0.0021154954590064338;0.0;0.0;0.0;0.0;0.002987864720452386;0.0;0.0;0.0011060395993332606;0.0;0.00020874550184599568;4.673406757746172e-05;0.0;0.00044553144423846837;9.658373966008755e-05;0.0;1.8693627030984686e-05;0.0;0.0035455579268767624;0.0005950804604863459;0.0;0.0;0.0;0.0;7.789011262910286e-05;0.0;0.0;0.00018693627030984687;0.0;0.0;0.0;0.0001308553892168928
ø;0.0014331780723754925;0.0;1.2462418020656457e-05;0.0;0.0;0.00212795787702709;0.0;0.0;0.0019441372112224075;0.0;0.00043930023522814013;0.0004112597946816631;2.4924836041312915e-05;0.00037387254061969373;0.00033648528655772436;6.854329911361052e-05;6.231209010328229e-06;0.0;0.000218092315361488;0.0002772888009596062;0.0;0.0;0.0;0.0;6.231209010328229e-06;0.0;0.0;0.00034894770457838083;0.0;0.0;0.0;0.0001246241802065646
ù;0.0003925661676506784;0.0;0.0;0.0;0.0;0.0012836290561276152;0.0;0.0;0.000707242222672254;0.0;0.0;0.0;0.0;2.4924836041312915e-05;0.0;0.0;3.1156045051641143e-06;0.0;0.0;7.789011262910286e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8693627030984686e-05;0.0;0.0;0.0;1.8693627030984686e-05
û;0.0;0.00048603430280560187;0.0010935771813126041;0.0001059305531755799;8.412132163943109e-05;0.000925334538033742;3.115604505164115e-05;5.296527658778995e-05;1.2462418020656457e-05;0.001445640490396149;0.00017447385228919042;0.0022962005203059524;0.0014799121399529543;0.0003240228685370679;6.231209010328229e-06;0.0001308553892168928;0.000408144190176499;0.000819403984858162;0.0005265371613727354;3.1156045051641143e-06;0.0;0.0008287507983736545;0.0;0.0001277397847117287;0.0004766874892901095;3.1156045051641143e-06;0.0;0.0;0.0;0.0;0.0;0.0042091816864767186
ü;1.5578022525820573e-05;9.969934416525166e-05;9.346813515492343e-06;4.0502858567133485e-05;3.115604505164115e-05;0.0012057389434985122;0.0;0.00012150857570140047;7.165890361877464e-05;0.0;0.0011527736669107223;0.0;0.00037698814512485785;0.0009782998146215319;3.427164955680526e-05;0.0;0.0;0.0009128721200130855;0.00012150857570140047;0.0;6.231209010328229e-06;0.0;6.854329911361052e-05;3.738725406196937e-05;0.00041437539918682723;1.2462418020656457e-05;0.0;0.0;0.0;0.0004984967208262583;0.00038945056314551433;0.010300188494072562
ý;0.0;0.0;0.0;9.346813515492343e-06;3.1156045051641143e-06;0.0;0.0;3.1156045051641143e-06;0.0;6.231209010328229e-06;5.608088109295406e-05;8.100571713426697e-05;9.346813515492343e-06;5.296527658778995e-05;0.0;6.231209010328229e-06;4.0502858567133485e-05;8.100571713426697e-05;0.0022151948031716856;0.0;0.0;3.1156045051641143e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0502858567133485e-05
þ;0.0;0.00030844484601124733;0.0;0.0;0.00033648528655772436;0.0;6.231209010328229e-06;2.804044054647703e-05;0.0;0.0;6.231209010328229e-06;4.3618463072297604e-05;2.1809231536148802e-05;6.854329911361052e-05;0.0;0.0;7.165890361877464e-05;0.0001495490162478775;0.00041437539918682723;0.0;0.0;0.0;4.3618463072297604e-05;6.54276946084464e-05;4.984967208262583e-05;0.000408144190176499;0.0;0.0;0.0;4.3618463072297604e-05;0.0;0.003352390447556587
ÿ;3.1156045051641143e-06;4.673406757746172e-05;0.0002554795694234574;0.0002772888009596062;0.0007383982677238952;9.969934416525166e-05;0.0005265371613727354;0.0015609178570872213;1.2462418020656457e-05;1.8693627030984686e-05;7.477450812393874e-05;0.000869253656940788;0.0003427164955680526;0.0006698549686102846;0.0;2.1809231536148802e-05;3.115604505164115e-05;0.0008879472839717726;0.0014612185129219697;0.0;3.1156045051641143e-06;0.00013708659822722104;3.115604505164115e-05;0.0001495490162478775;0.0;0.0001246241802065646;0.0;0.0;0.0;8.412132163943109e-05;0.00019005187481501099;0.011390650070880002
 ;0.002875702958266478;0.007278052124063372;0.014920629975230944;0.005031701275840045;0.006810711448288754;0.003928777281011949;0.00168865764179895;0.004146869596373436;0.010315766516598383;1.8693627030984686e-05;0.010892153350053745;0.0025329864626984252;0.005511504369635318;0.014540526225600921;0.011848643933139127;0.014989173274344555;0.00422475970900254;0.015468976368139828;0.006785786612247441;0.003726262988176281;0.0007695543127755362;0.0011371956443849017;0.00028663561447509855;0.004963157976726434;0.0008879472839717726;6.54276946084464e-05;3.1156045051641143e-06;3.1156045051641143e-06;0.00239278425996604;7.477450812393874e-05;0.0016294611562008318;0.0
